Trtmt,Camt,Namt,Pamt,Sample,Timepoint,Replicate,soilweight,Bottleheadspace_mL,ppm_CO2,Time_min,umol_CO2_L_air,umol_CO2_ml_air,umol_CO2,mg_CO2,mg_CO2_C,mg_CO2_C_gsoil,ug_CO2_C_gsoil,ugCO2C_gsoil_min,T24hr_CO2_sum,T24hr_ppm_min,T48hr_CO2_sum,T48hr_ppm_min,total_ppm_min,extP,ubialP,extC,extN,ubialC,ubialN,ubial C_N
low_C_low_N_low_P,low_C,low_N,low_P,41,T1,2,24.96,233.6862745,4991.0013,425,203.7143388,0.203714339,47.60524489,2.095106828,0.571738991,0.02290621,22.90620958,0.053896964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,68,T1,3,25.2,233.5294118,5595.9176,454,228.4048,0.2284048,53.33923859,2.34745989,0.640604255,0.025420804,25.42080379,0.05599296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,95,T1,4,24.64,233.8954248,4784.2262,393,195.2745388,0.195274539,45.67382121,2.010104871,0.548542593,0.022262281,22.26228055,0.056647024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,122,T1,5,25.05,233.627451,5358.3836,426,218.7095347,0.218709535,51.0965511,2.248759214,0.613669579,0.024497788,24.49778757,0.057506544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,14,T2,1,25.34,233.4379085,37572.8012,663,1533.583722,1.533583722,357.9965767,15.75542934,4.299538886,0.169673989,169.6739892,0.255918536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,41,T2,2,24.96,233.6862745,34532.716,639,1409.498612,1.409498612,329.3804796,14.49603491,3.95585956,0.158487963,158.4879632,0.248024981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,68,T2,3,25.2,233.5294118,37520.96,621,1531.467755,1.531467755,351.8394021,15.48445208,4.225591219,0.136309394,136.3093942,0.21949983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,95,T2,4,24.64,233.8954248,41008.7807,702,1673.827784,1.673827784,384.545195,16.92383403,4.618387792,0.148980251,148.9802514,0.21222258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,122,T2,5,25.05,233.627451,40112.904,678,1637.261388,1.637261388,376.1444312,16.55411642,4.517494619,0.145725633,145.7256329,0.214934562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,14,T3,1,25.34,233.4379085,24098.2042,337,983.6001714,0.983600171,225.9723034,9.945041072,2.713927364,0.087546044,87.54604399,0.259780546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,41,T3,2,24.96,233.6862745,24804.988,337,1012.44849,1.01244849,232.599916,10.23672231,2.793524992,0.090113709,90.11370941,0.267399731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,68,T3,3,25.2,233.5294118,24397.46,340,995.8146939,0.995814694,228.7784678,10.06854037,2.747629398,0.088633206,88.63320638,0.260685901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,95,T3,4,24.64,233.8954248,31952.3784,344,1304.17871,1.30417871,299.6220169,13.18636496,3.598460423,0.116079368,116.0793685,0.337440025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,122,T3,5,25.05,233.627451,29784.8784,345,1215.709322,1.215709322,279.2970597,12.2918636,3.354357687,0.108205087,108.2050867,0.313637932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,14,T4,1,25.34,233.4379085,22814.258,421,931.1942041,0.931194204,213.9325564,9.415171809,2.569330003,0.082881613,82.881613,0.196868439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,41,T4,2,24.96,233.6862745,21156.436,417,863.528,0.863528,198.3869227,8.731008469,2.382626942,0.076858934,76.85893361,0.184313989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,68,T4,3,25.2,233.5294118,21784.496,417,889.163102,0.889163102,204.2763311,8.99020133,2.453358736,0.079140604,79.14060439,0.189785622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,95,T4,4,24.64,233.8954248,24048.2833,415,981.5625837,0.981562584,225.504188,9.924439313,2.708305298,0.087364687,87.36468702,0.210517318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,122,T4,5,25.05,233.627451,23630.5744,411,964.5132408,0.964513241,221.5872719,9.752055838,2.661263136,0.085847198,85.84719794,0.208873961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,14,T5,1,25.34,233.4379085,24451.213,675,998.0086939,0.998008694,229.2825173,10.09072359,2.753683033,0.088828485,88.82848494,0.131597755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,41,T5,2,24.96,233.6862745,22945.828,672,936.5644082,0.936564408,215.1663071,9.469469177,2.584147349,0.083359592,83.35959189,0.124047012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,68,T5,3,25.2,233.5294118,23221.364,671,947.8107755,0.947810776,217.7500476,9.583179593,2.615178071,0.084360583,84.36058294,0.125723671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,95,T5,4,24.64,233.8954248,22719.2314,669,927.3155673,0.927315567,213.0414784,9.375955466,2.558628156,0.082536392,82.53639213,0.123372783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,122,T5,5,25.05,233.627451,27214.7152,672,1110.804702,1.110804702,255.1962722,11.23118794,3.06490723,0.098867975,98.86797515,0.147124963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_low_P,low_C,low_N,low_P,14,T6,1,25.34,233.4379085,9080.4386,333,370.6301469,0.370630147,85.14856996,3.747388564,1.022634325,0.032988204,32.98820404,0.099063676,66604.3202,48.02041831,56345.9096,39.43030763,43.6613032,18.136,3.181,46.84487,56.54302,95.84815,7.487743,12.80067
low_C_low_N_low_P,low_C,low_N,low_P,41,T6,2,24.96,233.6862745,10026.808,325,409.2574694,0.409257469,94.02281102,4.137943913,1.12921396,0.036426257,36.42625678,0.11208079,64328.7053,45.91627787,54129.072,38.28081471,42.08091556,19.484,4.011,45.94872,51.1451,118.9358,18.24436,6.519041
low_C_low_N_low_P,low_C,low_N,low_P,68,T6,3,25.2,233.5294118,9891.116,316,403.7190204,0.40371902,92.75040775,4.081945445,1.113932397,0.035933303,35.93330313,0.113712985,67514.3376,47.71331279,54896.976,39.10041026,43.4236657,18.566,1.655,40.67063,50.23987,110.5906,13.21959,8.365659
low_C_low_N_low_P,low_C,low_N,low_P,95,T6,4,24.64,233.8954248,9995.912,307,407.9964082,0.407996408,93.73309481,4.125193503,1.125734469,0.036314015,36.31401512,0.118286694,77745.3853,54.02736991,56763.4267,40.80763961,47.52961555,22.524,1.071,45.64304,60.52386,128.4783,14.57866,8.812766
low_C_low_N_low_P,low_C,low_N,low_P,122,T6,5,25.05,233.627451,10311.1888,300,420.864849,0.420864849,96.6894904,4.255304473,1.16124078,0.03745938,37.45937999,0.1248646,75256.166,51.9366225,61156.4784,44.22015792,48.16830664,20.585,2.665,55.74623,58.82476,122.3274,19.54325,6.259318
low_C_low_N_no_P,low_C,low_N,no_P,5,T1,1,25.05,233.627451,4600.0552,367,187.7573551,0.187757355,43.86527228,1.930510633,0.52682192,0.021030815,21.03081517,0.057304673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,32,T1,2,24.76,233.8169935,5478.0765,407,223.5949592,0.223594959,52.28030111,2.300856052,0.627886416,0.025358902,25.35890211,0.062306885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,59,T1,3,25.08,233.6078431,5751.3444,437,234.748751,0.234748751,54.83914941,2.413470965,0.658618184,0.026260693,26.26069316,0.060093119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,86,T1,4,25,233.6601307,5512.8002,378,225.0122531,0.225012253,52.57639246,2.313887032,0.631442473,0.025257699,25.25769894,0.066819309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,113,T1,5,25.13,233.5751634,5226.2612,409,213.3167837,0.213316784,49.8255026,2.19282037,0.598404286,0.023812347,23.81234724,0.058220898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,5,T2,1,25.05,233.627451,35961.5736,670,1467.819331,1.467819331,342.9228887,15.09203633,4.118503893,0.164411333,164.4113331,0.245390049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,32,T2,2,24.76,233.8169935,40341.182,648,1646.578857,1.646578857,384.9981179,16.94376717,4.623827396,0.186745856,186.745856,0.288188049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,59,T2,3,25.08,233.6078431,39159.212,625,1598.335184,1.598335184,373.3836349,16.43261377,4.484337455,0.178801334,178.8013339,0.286082134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,86,T2,4,25,233.6601307,38026.3122,710,1552.094376,1.552094376,356.5781618,15.6930049,4.282503724,0.138145281,138.1452814,0.194570819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,113,T2,5,25.13,233.5751634,39653.6139,686,1618.514853,1.618514853,371.8376023,16.36457288,4.465769604,0.144057084,144.057084,0.209995749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,5,T3,1,25.05,233.627451,28807.603,336,1175.820531,1.175820531,270.1330087,11.88855371,3.244297435,0.104654756,104.654756,0.311472488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,32,T3,2,24.76,233.8169935,26090.942,339,1064.936408,1.064936408,244.6584904,10.76742016,2.93834847,0.094785435,94.78543451,0.279603052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,59,T3,3,25.08,233.6078431,26778.308,340,1092.992163,1.092992163,251.1040196,11.0510879,3.015759275,0.097282557,97.28255727,0.286125168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,86,T3,4,25,233.6601307,23383.9086,342,954.445249,0.954445249,219.2742515,9.650259809,2.633483761,0.084951089,84.95108905,0.248394997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,113,T3,5,25.13,233.5751634,30491.5653,344,1244.553686,1.244553686,285.9237638,12.58350484,3.433944403,0.1107724,110.7724001,0.322012791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,5,T4,1,25.05,233.627451,23201.3702,419,946.994702,0.946994702,217.5625628,9.574928391,2.61292638,0.084287948,84.28794774,0.201164553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,32,T4,2,24.76,233.8169935,26310.002,419,1073.877633,1.073877633,246.7126473,10.85782361,2.963018894,0.095581255,95.58125466,0.228117553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,59,T4,3,25.08,233.6078431,24570.38,415,1002.872653,1.002872653,230.3999633,10.13990239,2.767103559,0.089261405,89.26140514,0.215087723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,86,T4,4,25,233.6601307,19167.0707,414,782.3294163,0.782329416,179.7323601,7.910021168,2.158585645,0.069631795,69.631795,0.168192742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,113,T4,5,25.13,233.5751634,24037.2018,412,981.1102776,0.981110278,225.4002752,9.91986611,2.707057305,0.087324429,87.32442918,0.211952498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,5,T5,1,25.05,233.627451,23367.7798,676,953.7869306,0.953786931,219.1230094,9.643603645,2.631667343,0.084892495,84.89249495,0.125580614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,32,T5,2,24.76,233.8169935,22011.398,673,898.4244082,0.898424408,206.4040235,9.083841076,2.478912323,0.079964914,79.96491363,0.118818594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,59,T5,3,25.08,233.6078431,20797.28,671,848.8685714,0.848868571,195.0190656,8.582789077,2.342178978,0.075554161,75.55416058,0.112599345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,86,T5,4,25,233.6601307,17091.5698,669,697.6150939,0.697615094,160.2700917,7.053486734,1.924843801,0.062091736,62.09173551,0.092812759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,113,T5,5,25.13,233.5751634,23150.6916,671,944.9261878,0.944926188,217.0873424,9.554013938,2.607218982,0.084103838,84.10383813,0.12534104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_low_N_no_P,low_C,low_N,no_P,5,T6,1,25.05,233.627451,8445.9652,337,344.7332735,0.344733273,79.19902225,3.485548969,0.951180257,0.030683234,30.6832341,0.091048172,69369.2318,50.52383962,55015.1152,38.41837654,44.34379572,3.5,3.704,44.60333,57.74738,93.32519,8.188542,11.39705
low_C_low_N_no_P,low_C,low_N,no_P,32,T6,2,24.76,233.8169935,10091.834,328,411.9115918,0.411911592,94.63256911,4.164779366,1.136537155,0.036662489,36.66248887,0.111775881,71910.2005,51.58550968,58413.234,41.13608028,46.31252114,5.709,1.611,40.39454,58.44391,94.4705,5.59279,16.89148
low_C_low_N_no_P,low_C,low_N,no_P,59,T6,3,25.08,233.6078431,6931.34,318,282.9118367,0.282911837,64.99616537,2.860481238,0.780603946,0.025180772,25.18077246,0.079184819,71688.8644,51.13328417,52299,37.25,44.18669437,5.64,0.558,41.96255,49.74639,105.9574,12.71999,8.329987
low_C_low_N_no_P,low_C,low_N,no_P,86,T6,4,25,233.6601307,8389.6249,310,342.4336694,0.342433669,78.67071121,3.462298,0.944835242,0.030478556,30.47855618,0.098317923,66923.021,46.79931538,44648.2654,32.05187753,39.52224102,6.745,1.918,35.5009,54.95108,134.3188,13.16658,10.2015
low_C_low_N_no_P,low_C,low_N,no_P,113,T6,5,25.13,233.5751634,8562.498,302,349.4897143,0.349489714,80.29176696,3.533640664,0.964304121,0.031106585,31.10658455,0.103001936,75371.4404,52.37765142,55750.3914,40.25299018,46.43124356,6.066,2.015,36.59487,56.42948,115.3559,12.92513,8.924931
low_C_no_N_high_P,low_C,no_N,high_P,20,T1,1,24.9,233.7254902,4754.9782,370,194.0807429,0.194080743,45.36161676,1.996364754,0.544793017,0.021879238,21.87923764,0.059133075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,47,T1,2,25.16,233.5555556,5014.0081,403,204.6533918,0.204653392,47.79793663,2.103587191,0.574053219,0.022816106,22.81610568,0.056615647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,74,T1,3,24.98,233.6732026,4523.2574,347,184.622751,0.184622751,43.14138951,1.898652552,0.518128088,0.020741717,20.74171689,0.0597744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,101,T1,4,24.96,233.6862745,4976.0198,379,203.102849,0.203102849,47.46234812,2.088817941,0.570022801,0.022837452,22.83745196,0.060257129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,128,T1,5,24.66,233.8823529,5686.594,408,232.1058776,0.232105878,54.28546877,2.389103481,0.65196848,0.0264383,26.43830008,0.064799755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,20,T2,1,24.9,233.7254902,12408.2982,658,506.461151,0.506461151,118.3728808,5.209590483,1.421658298,0.057094711,57.09471077,0.086770077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,47,T2,2,25.16,233.5555556,12416.44,634,506.7934694,0.506793469,118.3644303,5.209218577,1.421556808,0.056500668,56.50066804,0.089117773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,74,T2,3,24.98,233.6732026,13896.7342,722,567.2136408,0.567213641,130.3116618,5.735016238,1.565043059,0.05048526,50.48525996,0.069924183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,101,T2,4,24.96,233.6862745,14811.9312,696,604.5686204,0.60456862,138.8935949,6.112707109,1.668112074,0.053810067,53.81006691,0.077313315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,128,T2,5,24.66,233.8823529,11453.7936,674,467.5017796,0.46750178,107.4038588,4.726843828,1.289920345,0.041610334,41.6103337,0.0617364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,20,T3,1,24.9,233.7254902,7559.8788,337,308.5664816,0.308566482,70.89006349,3.119871694,0.851389663,0.027464183,27.46418266,0.081496091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,47,T3,2,25.16,233.5555556,7439.416,339,303.6496327,0.303649633,69.76046661,3.070158135,0.837823204,0.027026555,27.02655497,0.079724351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,74,T3,3,24.98,233.6732026,8236.0396,340,336.1648816,0.336164882,77.23051991,3.398915181,0.927538544,0.029920598,29.9205982,0.088001759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,101,T3,4,24.96,233.6862745,9216.366,345,376.1782041,0.376178204,86.42318061,3.803484178,1.037942399,0.033482013,33.48201287,0.097049313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,128,T3,5,24.66,233.8823529,7528.9808,343,307.3053388,0.307305339,70.60032853,3.107120459,0.847909946,0.027351934,27.35193373,0.079743247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,20,T4,1,24.9,233.7254902,6434.6426,420,262.6384735,0.262638473,60.33856289,2.655500153,0.72466614,0.023376327,23.37632711,0.055657922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,47,T4,2,25.16,233.5555556,6073.024,415,247.8785306,0.247878531,56.94761362,2.506264476,0.68394084,0.022062608,22.06260773,0.05316291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,74,T4,3,24.98,233.6732026,6305.9565,415,257.3859796,0.25738598,59.13185495,2.602392936,0.710173578,0.022908825,22.9088251,0.055201988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,101,T4,4,24.96,233.6862745,6631.4472,413,270.6713143,0.270671314,62.18402774,2.736719061,0.746830173,0.024091296,24.09129591,0.058332436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,128,T4,5,24.66,233.8823529,6548.3728,411,267.2805224,0.267280522,61.40502723,2.702435248,0.737474377,0.023789496,23.78949603,0.057881985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,20,T5,1,24.9,233.7254902,8730.8754,674,356.3622612,0.356362261,81.87066589,3.603128006,0.983266697,0.031718281,31.71828056,0.047059763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,47,T5,2,25.16,233.5555556,9348.964,671,381.5903673,0.381590367,87.66657099,3.858205789,1.052875518,0.033963726,33.96372638,0.050616582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,74,T5,3,24.98,233.6732026,8981.7263,672,366.6010735,0.366601073,84.22293062,3.706651177,1.011517397,0.032629593,32.62959344,0.048555943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,101,T5,4,24.96,233.6862745,8982.3339,671,366.6258735,0.366625873,84.22862817,3.706901926,1.011585824,0.032631801,32.63180078,0.048631596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,128,T5,5,24.66,233.8823529,8820.744,672,360.0303673,0.360030367,82.71337659,3.640215704,0.993387653,0.032044763,32.044763,0.047685659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_high_P,low_C,no_N,high_P,20,T6,1,24.9,233.7254902,4668.3124,331,190.5433633,0.190543363,43.77543228,1.926556774,0.525742942,0.01695945,16.95944973,0.051237008,24723.1552,18.11220161,19833.8304,13.91847747,15.97024573,37.247,1.357,509.0263,0.426103,105.464,10.72896,9.829843
low_C_no_N_high_P,low_C,no_N,high_P,47,T6,2,25.16,233.5555556,5137.108,323,209.6778776,0.209677878,48.17139559,2.12002312,0.578538461,0.018662531,18.662531,0.057778734,24869.8641,18.07402914,20559.096,14.59126757,16.3120144,36.28,3.612,518.0737,2.427233,76.4898,7.021956,10.89295
low_C_no_N_high_P,low_C,no_N,high_P,74,T6,3,24.98,233.6732026,5213.7863,313,212.8076041,0.212807604,48.89041896,2.151667339,0.587173932,0.018941095,18.94109457,0.060514679,26656.0312,18.91840397,20501.4691,14.6439065,16.78800295,39.387,NA,468.6838,1.343763,124.3448,7.799696,15.94226
low_C_no_N_high_P,low_C,no_N,high_P,101,T6,4,24.96,233.6862745,5462.775,306,222.9704082,0.222970408,51.22522157,2.254422001,0.615214911,0.019845642,19.84564229,0.06485504,29004.317,20.42557535,21076.5561,15.16299,17.82237477,38.787,3.225,459.2596,1.944429,81.96098,3.010634,27.22382
low_C_no_N_high_P,low_C,no_N,high_P,128,T6,5,24.66,233.8823529,5388.5008,298,219.9388082,0.219938808,50.52874179,2.223769926,0.606850189,0.019575813,19.57581254,0.065690646,24669.3684,17.31183747,20757.6176,15.03085996,16.18923236,45.202,NA,495.1811,2.342135,82.1673,7.643678,10.74971
low_C_no_N_low_P,low_C,no_N,low_P,11,T1,1,24.91,233.7189542,4973.2151,366,202.9883714,0.202988371,47.44222989,2.087932538,0.569781181,0.022873592,22.87359217,0.062496153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,38,T1,2,24.75,233.8235294,5264.7325,403,214.8870408,0.214887041,50.24564631,2.211310894,0.603450212,0.024381827,24.38182675,0.060500811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,65,T1,3,25.15,233.5620915,5904.7664,427,241.0108735,0.241010873,56.29100368,2.477367072,0.676054954,0.026880913,26.88091269,0.062952957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,92,T1,4,25.16,233.5555556,5198.639,372,212.1893469,0.212189347,49.55800081,2.181047616,0.59519159,0.023656264,23.6562635,0.063592106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,119,T1,5,24.98,233.6732026,5416.7324,398,221.0911184,0.221091118,51.6630697,2.273691697,0.620473467,0.02483881,24.83880973,0.06240907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,11,T2,1,24.91,233.7189542,13821.7426,666,564.1527592,0.564152759,131.8531929,5.80285902,1.583556847,0.06357113,63.57112994,0.095452147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,38,T2,2,24.75,233.8235294,12340.948,641,503.7121633,0.503712163,117.7797558,5.183487054,1.414534867,0.057152924,57.15292394,0.089162128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,65,T2,3,25.15,233.5620915,14033.348,623,572.7897143,0.572789714,131.592709,5.791395121,1.580428435,0.050981562,50.98156241,0.081832363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,92,T2,4,25.16,233.5555556,14719.5705,704,600.7987959,0.600798796,138.0275154,6.074590952,1.65771046,0.053474531,53.47453096,0.075958141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,119,T2,5,24.98,233.6732026,13547.4051,681,552.9553102,0.55295531,127.035953,5.59085229,1.525701795,0.049216187,49.21618694,0.072270465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,11,T3,1,24.91,233.7189542,7812.314,337,318.8699592,0.318869959,73.25718442,3.224048686,0.879818785,0.028381251,28.38125113,0.084217362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
low_C_no_N_low_P,low_C,no_N,low_P,38,T3,2,24.75,233.8235294,8324.98,339,339.795102,0.339795102,78.06452674,3.435619822,0.937554966,0.030243709,30.24370859,0.08921448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
